1.333333333333333315e-01,1.666666666666666574e-01,4.199796584147674761e-01
3.999982222169546353e-01,5.777769958833257613e-01,8.992421135610817462e-02
4.666650864150708178e-01,3.555543621377076913e-01,-9.227087520840671075e-03
4.666650864150708178e-01,5.555547325087639710e-01,7.101882873207432390e-02
4.666650864150708178e-01,3.333320987631458454e-01,1.308120708748117256e-02
4.888873744811095268e-01,5.333324691342021806e-01,1.753040021447798136e-01
4.666650864150708178e-01,5.111102057596403903e-01,4.706649866202250454e-02
3.333313580188385639e-01,5.111102057596403903e-01,-3.909570185793717068e-01
5.111096625471481802e-01,3.777766255122695371e-01,6.191839458969949916e-02
4.222205102829933998e-01,3.555543621377076913e-01,4.955480167889773080e-01
4.888873744811095268e-01,3.999988888868313275e-01,2.189169127689525318e-01
5.777765267452643627e-01,5.111102057596403903e-01,2.946688467424921631e-01
5.777765267452643627e-01,5.333324691342021806e-01,-1.092728696978143565e-01
3.777759341509159263e-01,4.888879423850785444e-01,-2.977451994673496749e-02
4.888873744811095268e-01,4.666656790105167540e-01,-9.995354425514524355e-02
4.666650864150708178e-01,4.444434156359549082e-01,3.255416982129566428e-02
3.999982222169546353e-01,4.222211522613931178e-01,3.330790594247032832e-01
3.777759341509159263e-01,4.444434156359549082e-01,3.041001235077106513e-01
4.888873744811095268e-01,4.888879423850785444e-01,-9.568115787645059545e-02
4.444427983490321088e-01,3.555543621377076913e-01,-1.232031621428737456e-01
4.222205102829933998e-01,5.333324691342021806e-01,-2.091609645226537584e-01
3.777759341509159263e-01,3.555543621377076913e-01,3.533793651407276526e-01
4.888873744811095268e-01,4.444434156359549082e-01,3.816148557841888556e-01
4.666650864150708178e-01,3.555543621377076913e-01,-4.450979728213089182e-02
4.888873744811095268e-01,4.666656790105167540e-01,-3.131371269429249482e-01
5.555542386792257092e-01,4.222211522613931178e-01,-2.653896154499624238e-02
4.666650864150708178e-01,5.777769958833257613e-01,-3.868772389761796493e-01
4.888873744811095268e-01,4.666656790105167540e-01,7.314327198664849483e-02
5.333319506131869447e-01,4.666656790105167540e-01,-2.534597655964926366e-01
3.555536460848772728e-01,4.444434156359549082e-01,-4.463976997245230338e-01
3.555536460848772728e-01,3.333320987631458454e-01,2.030590455923193538e-01
4.222205102829933998e-01,4.666656790105167540e-01,2.327497999575779408e-01
3.555536460848772728e-01,4.666656790105167540e-01,1.535135731252508240e-01
4.666650864150708178e-01,5.111102057596403903e-01,3.305049277070364333e-01
4.888873744811095268e-01,5.111102057596403903e-01,-1.721175197336073381e-01
4.666650864150708178e-01,4.888879423850785444e-01,-4.889901486628512872e-01
4.666650864150708178e-01,4.222211522613931178e-01,-4.310328873833123575e-01
4.444427983490321088e-01,4.666656790105167540e-01,-7.405283655190275649e-02
4.888873744811095268e-01,5.777769958833257613e-01,8.058710873620655857e-02
4.444427983490321088e-01,3.999988888868313275e-01,-2.319513981032431671e-01
4.666650864150708178e-01,3.555543621377076913e-01,-2.925392606410476271e-01
3.555536460848772728e-01,5.111102057596403903e-01,-4.668731818345676077e-01
5.333319506131869447e-01,5.777769958833257613e-01,1.319611321474957188e-01
5.111096625471481802e-01,5.333324691342021806e-01,3.959109187160896326e-01
4.666650864150708178e-01,3.777766255122695371e-01,3.270917996119961924e-01
4.888873744811095268e-01,3.555543621377076913e-01,5.440898236321256576e-02
5.111096625471481802e-01,3.555543621377076913e-01,3.170864132420455617e-01
5.111096625471481802e-01,3.333320987631458454e-01,1.326287209774962284e-01
4.444427983490321088e-01,5.111102057596403903e-01,4.703306150049058054e-01
4.666650864150708178e-01,5.333324691342021806e-01,3.171552587568331472e-01
5.111096625471481802e-01,3.555543621377076913e-01,-1.229602579514450511e-01
4.666650864150708178e-01,5.333324691342021806e-01,9.254936265107316373e-03
4.444427983490321088e-01,4.666656790105167540e-01,-2.456274432424907506e-01
5.111096625471481802e-01,4.888879423850785444e-01,4.981546576321890241e-01
4.222205102829933998e-01,3.555543621377076913e-01,-5.551442421574870334e-02
5.777765267452643627e-01,5.777769958833257613e-01,3.704659891260617677e-01
4.888873744811095268e-01,5.333324691342021806e-01,-4.916097482929054907e-01
5.111096625471481802e-01,4.888879423850785444e-01,1.984846500319981111e-02
5.555542386792257092e-01,4.222211522613931178e-01,3.736289752452542912e-01
5.777765267452643627e-01,3.999988888868313275e-01,-4.737923352998043569e-01
4.444427983490321088e-01,3.333320987631458454e-01,-4.275877707692482543e-01
4.666650864150708178e-01,3.555543621377076913e-01,-3.203814561335333044e-01
5.333319506131869447e-01,5.111102057596403903e-01,-2.650391056591019368e-01
3.999982222169546353e-01,5.333324691342021806e-01,-1.681297048007112105e-01
4.222205102829933998e-01,4.888879423850785444e-01,1.590709523010311877e-01
5.555542386792257092e-01,5.777769958833257613e-01,1.035994733075711327e-01
5.111096625471481802e-01,4.222211522613931178e-01,-1.247105948875015802e-02
4.888873744811095268e-01,4.888879423850785444e-01,2.798934027060635543e-01
4.444427983490321088e-01,4.888879423850785444e-01,-3.352745260462780541e-01
4.888873744811095268e-01,5.333324691342021806e-01,6.704813026951395027e-02
5.333319506131869447e-01,5.111102057596403903e-01,-1.099614520162667253e-01
4.444427983490321088e-01,4.888879423850785444e-01,-4.037397466291281489e-03
4.888873744811095268e-01,5.333324691342021806e-01,2.172574870052985663e-01
4.888873744811095268e-01,5.333324691342021806e-01,-1.726799273356846021e-01
5.333319506131869447e-01,4.888879423850785444e-01,-4.389302878662079133e-01
4.888873744811095268e-01,5.111102057596403903e-01,1.023209257227921665e-01
5.111096625471481802e-01,5.111102057596403903e-01,-4.979231335161993233e-01
5.333319506131869447e-01,5.111102057596403903e-01,-1.893592090083697776e-01
5.333319506131869447e-01,3.999988888868313275e-01,4.490651593162298116e-01
4.666650864150708178e-01,4.888879423850785444e-01,-1.089440375368133651e-01
4.888873744811095268e-01,4.888879423850785444e-01,-4.649941148758131026e-01
4.888873744811095268e-01,5.333324691342021806e-01,-3.334661358590153002e-01
5.333319506131869447e-01,3.333320987631458454e-01,3.302259697991484222e-01
5.777765267452643627e-01,3.333320987631458454e-01,-2.639605557212154618e-01
4.222205102829933998e-01,4.888879423850785444e-01,3.351100214893872886e-01
5.777765267452643627e-01,4.222211522613931178e-01,3.987303703805886723e-01
4.444427983490321088e-01,4.666656790105167540e-01,-3.830010183218193198e-01
4.888873744811095268e-01,4.666656790105167540e-01,-5.720964637657721674e-02
5.777765267452643627e-01,5.111102057596403903e-01,-3.847411992228882971e-01
5.111096625471481802e-01,4.666656790105167540e-01,2.730285942858962089e-01
3.777759341509159263e-01,3.333320987631458454e-01,1.709924232752451090e-01
3.555536460848772728e-01,5.777769958833257613e-01,-3.303131399481320507e-01
4.444427983490321088e-01,5.333324691342021806e-01,4.144718681567235441e-01
4.666650864150708178e-01,4.444434156359549082e-01,4.987617118090806878e-01
5.333319506131869447e-01,3.999988888868313275e-01,-4.847311632592627983e-01
5.111096625471481802e-01,5.111102057596403903e-01,-4.077795734414374484e-01
4.666650864150708178e-01,3.333320987631458454e-01,-9.548376338571784583e-02
4.444427983490321088e-01,3.999988888868313275e-01,1.853232053349889163e-01
4.888873744811095268e-01,5.333324691342021806e-01,-1.771300680069000100e-01
4.666650864150708178e-01,5.111102057596403903e-01,-1.587549408627364489e-02
4.666650864150708178e-01,4.888879423850785444e-01,-1.953428641368563090e-01
